"","Cell","Batch","Group","ExpLibSize","Step"
"Cell2307","Cell2307","Batch1","Path3",8191.2290135577,528
"Cell2308","Cell2308","Batch1","Path3",7831.03308088219,380
"Cell2309","Cell2309","Batch1","Path3",8213.12269449283,102
"Cell2310","Cell2310","Batch1","Path1",8874.91930500519,845
"Cell2311","Cell2311","Batch1","Path1",8388.39152576667,587
"Cell2312","Cell2312","Batch1","Path3",7751.14622854853,53
"Cell2313","Cell2313","Batch1","Path3",8541.34403784818,494
"Cell2314","Cell2314","Batch1","Path3",9857.14418398795,824
"Cell2315","Cell2315","Batch1","Path3",7667.81778350556,128
"Cell2316","Cell2316","Batch1","Path3",8961.36056085793,508
"Cell2317","Cell2317","Batch1","Path3",8030.90421025124,534
"Cell2318","Cell2318","Batch1","Path3",8451.56957117369,649
"Cell2319","Cell2319","Batch1","Path2",8090.60718494277,270
"Cell2320","Cell2320","Batch1","Path2",7650.46118842573,579
"Cell2321","Cell2321","Batch1","Path1",7688.70467559277,130
"Cell2322","Cell2322","Batch1","Path2",7775.29170468224,475
"Cell2323","Cell2323","Batch1","Path2",8542.71466344238,766
"Cell2324","Cell2324","Batch1","Path1",8616.24597459682,120
"Cell2325","Cell2325","Batch1","Path1",6996.91797781322,914
"Cell2326","Cell2326","Batch1","Path3",8297.04676596545,323
"Cell2327","Cell2327","Batch1","Path1",8487.04416261771,672
"Cell2328","Cell2328","Batch1","Path2",7485.80665990379,164
"Cell2329","Cell2329","Batch1","Path2",7392.52868376462,647
"Cell2330","Cell2330","Batch1","Path1",7952.09285601629,123
"Cell2331","Cell2331","Batch1","Path2",8478.94916623868,976
"Cell2332","Cell2332","Batch1","Path2",7679.58104043309,671
"Cell2333","Cell2333","Batch1","Path1",8114.62724084583,918
"Cell2334","Cell2334","Batch1","Path3",8061.15735439948,940
"Cell2335","Cell2335","Batch1","Path3",7779.01220883835,758
"Cell2336","Cell2336","Batch1","Path3",8094.8160200753,62
"Cell2337","Cell2337","Batch1","Path2",8883.7853970632,275
"Cell2338","Cell2338","Batch1","Path1",8182.58218233751,149
"Cell2339","Cell2339","Batch1","Path3",7832.67984443553,117
"Cell2340","Cell2340","Batch1","Path3",8295.35935597562,723
"Cell2341","Cell2341","Batch1","Path2",8071.1227422681,644
"Cell2342","Cell2342","Batch1","Path2",8280.71361857431,539
"Cell2343","Cell2343","Batch1","Path1",8113.8597828282,911
"Cell2344","Cell2344","Batch1","Path2",8232.37117074787,150
"Cell2345","Cell2345","Batch1","Path1",7971.17697178853,304
"Cell2346","Cell2346","Batch1","Path3",8298.65859074061,34
"Cell2347","Cell2347","Batch1","Path1",8112.91380671305,598
"Cell2348","Cell2348","Batch1","Path2",8685.98789032748,99
"Cell2349","Cell2349","Batch1","Path1",7674.2069164357,490
"Cell2350","Cell2350","Batch1","Path1",8038.25433360529,205
"Cell2351","Cell2351","Batch1","Path1",8399.83544572412,243
"Cell2352","Cell2352","Batch1","Path1",8255.02996839552,39
"Cell2353","Cell2353","Batch1","Path1",7893.66801189771,635
"Cell2354","Cell2354","Batch1","Path2",7902.13033441746,189
"Cell2355","Cell2355","Batch1","Path2",8398.28028573234,855
"Cell2356","Cell2356","Batch1","Path3",8380.53894889843,85
"Cell2357","Cell2357","Batch1","Path3",8305.11099949883,256
"Cell2358","Cell2358","Batch1","Path3",7567.86265051173,819
"Cell2359","Cell2359","Batch1","Path3",8655.38027273026,439
"Cell2360","Cell2360","Batch1","Path2",7982.39302014959,659
"Cell2361","Cell2361","Batch1","Path1",8645.2933708056,672
"Cell2362","Cell2362","Batch1","Path1",8055.62075660349,638
"Cell2363","Cell2363","Batch1","Path3",7858.03940800001,34
"Cell2364","Cell2364","Batch1","Path3",7538.95299744184,685
"Cell2365","Cell2365","Batch1","Path2",7951.02208621464,240
"Cell2366","Cell2366","Batch1","Path3",8197.16882173495,162
"Cell2367","Cell2367","Batch1","Path1",7861.01297656509,566
"Cell2368","Cell2368","Batch1","Path2",8103.18133515737,359
"Cell2369","Cell2369","Batch1","Path1",8367.86612437961,769
"Cell2370","Cell2370","Batch1","Path1",7564.31164369079,39
"Cell2371","Cell2371","Batch1","Path3",8793.49403669948,285
"Cell2372","Cell2372","Batch1","Path3",8081.91119180744,487
"Cell2373","Cell2373","Batch1","Path3",8363.29742735967,417
"Cell2374","Cell2374","Batch1","Path3",8172.89122735519,368
"Cell2375","Cell2375","Batch1","Path3",8121.6999602844,527
"Cell2376","Cell2376","Batch1","Path2",8009.68229621232,177
"Cell2377","Cell2377","Batch1","Path1",8407.68265586501,419
"Cell2378","Cell2378","Batch1","Path2",7845.10584008092,452
"Cell2379","Cell2379","Batch1","Path3",8102.64376592826,494
"Cell2380","Cell2380","Batch1","Path3",7635.6744627345,228
"Cell2381","Cell2381","Batch1","Path1",8104.66762779483,621
"Cell2382","Cell2382","Batch1","Path3",7910.08394993647,71
"Cell2383","Cell2383","Batch1","Path1",7734.44652402058,698
"Cell2384","Cell2384","Batch1","Path2",8566.49759174835,517
"Cell2385","Cell2385","Batch1","Path3",8253.52514833056,490
"Cell2386","Cell2386","Batch1","Path3",8045.01853154584,136
"Cell2387","Cell2387","Batch1","Path3",7653.92597989147,859
"Cell2388","Cell2388","Batch1","Path1",8728.87241830661,754
"Cell2389","Cell2389","Batch1","Path2",8091.71341528876,79
"Cell2390","Cell2390","Batch1","Path1",7002.1960215019,945
"Cell2391","Cell2391","Batch1","Path3",7283.38909216909,43
"Cell2392","Cell2392","Batch1","Path1",8433.17716093277,263
"Cell2393","Cell2393","Batch1","Path3",7827.2697808536,188
"Cell2394","Cell2394","Batch1","Path1",7921.10339836965,363
"Cell2395","Cell2395","Batch1","Path1",7903.84371665282,36
"Cell2396","Cell2396","Batch1","Path2",7967.6005142188,330
"Cell2397","Cell2397","Batch1","Path2",8484.06873117772,958
"Cell2398","Cell2398","Batch1","Path1",8252.87687270528,135
"Cell2399","Cell2399","Batch1","Path3",8414.83662271956,465
"Cell2400","Cell2400","Batch1","Path1",8148.63248195052,109
"Cell2401","Cell2401","Batch1","Path1",7369.06236436843,662
"Cell2402","Cell2402","Batch1","Path3",8116.32147657186,128
"Cell2403","Cell2403","Batch1","Path3",8146.42179375651,467
"Cell2404","Cell2404","Batch1","Path2",7449.30716382151,478
"Cell2405","Cell2405","Batch1","Path2",7863.12323629601,768
"Cell2406","Cell2406","Batch1","Path1",7390.34366543876,873
"Cell2407","Cell2407","Batch1","Path2",7951.18777280412,302
"Cell2408","Cell2408","Batch1","Path1",7907.84448259114,422
"Cell2409","Cell2409","Batch1","Path3",7524.93595246287,473
"Cell2410","Cell2410","Batch1","Path1",7844.99647321048,498
"Cell2411","Cell2411","Batch1","Path1",8318.88755918575,947
"Cell2412","Cell2412","Batch1","Path1",8555.79993772992,253
"Cell2413","Cell2413","Batch1","Path2",8187.79809658793,520
"Cell2414","Cell2414","Batch1","Path1",7602.03176776262,729
"Cell2415","Cell2415","Batch1","Path1",8563.48891220766,660
"Cell2416","Cell2416","Batch1","Path2",8463.21761960236,243
"Cell2417","Cell2417","Batch1","Path1",7479.41509281664,652
"Cell2418","Cell2418","Batch1","Path1",8500.22739413103,158
"Cell2419","Cell2419","Batch1","Path2",7786.64446597781,435
"Cell2420","Cell2420","Batch1","Path1",7819.55287297052,131
"Cell2421","Cell2421","Batch1","Path1",8016.79840056686,317
"Cell2422","Cell2422","Batch1","Path3",7774.85033836425,524
"Cell2423","Cell2423","Batch1","Path2",7624.60713054037,863
"Cell2424","Cell2424","Batch1","Path3",8125.69154662791,31
"Cell2425","Cell2425","Batch1","Path2",8556.83230725679,305
"Cell2426","Cell2426","Batch1","Path1",8561.24423007071,382
"Cell2427","Cell2427","Batch1","Path2",8688.06434201836,638
"Cell2428","Cell2428","Batch1","Path1",8179.50857601396,525
"Cell2429","Cell2429","Batch1","Path1",8903.93457128067,766
"Cell2430","Cell2430","Batch1","Path3",8427.10649406094,434
"Cell2431","Cell2431","Batch1","Path3",7444.73600489827,930
"Cell2432","Cell2432","Batch1","Path3",7879.98999489135,80
"Cell2433","Cell2433","Batch1","Path2",8397.22053694197,649
"Cell2434","Cell2434","Batch1","Path1",8523.76955287375,636
"Cell2435","Cell2435","Batch1","Path2",8805.66276659826,667
"Cell2436","Cell2436","Batch1","Path3",8514.10033790558,364
"Cell2437","Cell2437","Batch1","Path3",8202.3252983918,511
"Cell2438","Cell2438","Batch1","Path2",8229.58764706173,719
"Cell2439","Cell2439","Batch1","Path2",7598.86457029141,54
"Cell2440","Cell2440","Batch1","Path1",8059.88931700374,412
"Cell2441","Cell2441","Batch1","Path3",7604.3961358484,327
"Cell2442","Cell2442","Batch1","Path1",8614.46716478624,639
"Cell2443","Cell2443","Batch1","Path2",8099.03132743498,928
"Cell2444","Cell2444","Batch1","Path2",8376.00749350651,865
"Cell2445","Cell2445","Batch1","Path3",8565.44242958689,996
"Cell2446","Cell2446","Batch1","Path3",8581.30615482785,446
"Cell2447","Cell2447","Batch1","Path2",7884.72003954498,11
"Cell2448","Cell2448","Batch1","Path2",8376.54984840407,502
"Cell2449","Cell2449","Batch1","Path1",7993.86703404352,413
"Cell2450","Cell2450","Batch1","Path3",7456.54044954152,791
"Cell2451","Cell2451","Batch1","Path3",9127.3683034856,688
"Cell2452","Cell2452","Batch1","Path2",8343.43466426721,241
"Cell2453","Cell2453","Batch1","Path3",8105.49742480839,277
"Cell2454","Cell2454","Batch1","Path3",8069.07908196051,776
"Cell2455","Cell2455","Batch1","Path2",8373.205602931,587
"Cell2456","Cell2456","Batch1","Path1",7613.50366406684,503
"Cell2457","Cell2457","Batch1","Path1",8163.67440518469,96
"Cell2458","Cell2458","Batch1","Path2",8268.94138052156,611
"Cell2459","Cell2459","Batch1","Path1",7460.21246798319,218
"Cell2460","Cell2460","Batch1","Path2",8029.54524656711,193
"Cell2461","Cell2461","Batch1","Path1",8434.09646967826,558
"Cell2462","Cell2462","Batch1","Path2",8295.70206663294,715
"Cell2463","Cell2463","Batch1","Path2",7360.43361079401,141
"Cell2464","Cell2464","Batch1","Path2",7718.76292417775,809
"Cell2465","Cell2465","Batch1","Path1",7796.14957536829,48
"Cell2466","Cell2466","Batch1","Path1",7561.90480513379,98
"Cell2467","Cell2467","Batch1","Path3",8242.16556856018,175
"Cell2468","Cell2468","Batch1","Path2",8104.63586383468,449
"Cell2469","Cell2469","Batch1","Path3",7765.08388291315,883
"Cell2470","Cell2470","Batch1","Path2",7691.13425469391,346
"Cell2471","Cell2471","Batch1","Path2",8515.45320750327,339
"Cell2472","Cell2472","Batch1","Path3",8180.6958052097,313
"Cell2473","Cell2473","Batch1","Path2",8624.37202885284,639
"Cell2474","Cell2474","Batch1","Path3",7606.06510499691,914
"Cell2475","Cell2475","Batch1","Path1",8272.14711775813,314
"Cell2476","Cell2476","Batch1","Path3",8700.53221204208,551
"Cell2477","Cell2477","Batch1","Path3",8128.96607654243,967
"Cell2478","Cell2478","Batch1","Path2",8034.16243207315,747
"Cell2479","Cell2479","Batch1","Path2",8453.78114001239,178
"Cell2480","Cell2480","Batch1","Path2",7892.54765596547,992
"Cell2481","Cell2481","Batch1","Path1",8341.22691726467,534
"Cell2482","Cell2482","Batch1","Path3",8083.83327745606,565
"Cell2483","Cell2483","Batch1","Path1",8100.63652506816,272
"Cell2484","Cell2484","Batch1","Path3",7977.45961772161,428
"Cell2485","Cell2485","Batch1","Path2",7583.60325166946,969
"Cell2486","Cell2486","Batch1","Path1",8714.56248182099,56
"Cell2487","Cell2487","Batch1","Path1",7579.14669472514,144
"Cell2488","Cell2488","Batch1","Path1",8414.40856329738,477
"Cell2489","Cell2489","Batch1","Path2",8252.85510488041,564
"Cell2490","Cell2490","Batch1","Path3",8848.56720822218,383
"Cell2491","Cell2491","Batch1","Path1",8011.61196585541,471
"Cell2492","Cell2492","Batch1","Path2",7996.29619274624,926
"Cell2493","Cell2493","Batch1","Path3",7723.52605795715,465
"Cell2494","Cell2494","Batch1","Path3",8030.80373851022,637
"Cell2495","Cell2495","Batch1","Path3",7274.7386854954,179
"Cell2496","Cell2496","Batch1","Path3",8347.78812972638,532
"Cell2497","Cell2497","Batch1","Path1",8057.60644728836,992
"Cell2498","Cell2498","Batch1","Path2",7567.01895394962,170
"Cell2499","Cell2499","Batch1","Path3",8219.98488274602,570
"Cell2500","Cell2500","Batch1","Path2",8046.99978309567,92
"Cell2501","Cell2501","Batch1","Path3",8372.38070263049,317
"Cell2502","Cell2502","Batch1","Path1",8231.67956837157,914
"Cell2503","Cell2503","Batch1","Path1",8308.69198109928,418
"Cell2504","Cell2504","Batch1","Path2",8217.27649601165,139
"Cell2505","Cell2505","Batch1","Path1",7593.15672565735,784
"Cell2506","Cell2506","Batch1","Path1",8138.6060177538,586
"Cell2507","Cell2507","Batch1","Path1",8396.85803064447,355
"Cell2508","Cell2508","Batch1","Path1",7786.49819154067,252
"Cell2509","Cell2509","Batch1","Path2",7943.59218585149,58
"Cell2510","Cell2510","Batch1","Path2",8243.53964258146,228
"Cell2511","Cell2511","Batch1","Path3",7737.40005794335,412
"Cell2512","Cell2512","Batch1","Path1",7986.90069705927,850
"Cell2513","Cell2513","Batch1","Path3",7929.029575709,433
"Cell2514","Cell2514","Batch1","Path3",7667.99400032608,793
"Cell2515","Cell2515","Batch1","Path2",8719.60219074871,44
"Cell2516","Cell2516","Batch1","Path1",7784.46918089854,815
"Cell2517","Cell2517","Batch1","Path1",8053.48777744751,683
"Cell2518","Cell2518","Batch1","Path1",7884.7656860083,423
"Cell2519","Cell2519","Batch1","Path2",8325.59576521436,212
"Cell2520","Cell2520","Batch1","Path1",7727.79025809459,163
"Cell2521","Cell2521","Batch1","Path2",8249.05434720105,938
"Cell2522","Cell2522","Batch1","Path2",8792.3561080499,893
"Cell2523","Cell2523","Batch1","Path2",8155.4694414616,207
"Cell2524","Cell2524","Batch1","Path1",7903.79335162883,180
"Cell2525","Cell2525","Batch1","Path3",7930.35377900917,100
"Cell2526","Cell2526","Batch1","Path3",7546.84394105389,216
"Cell2527","Cell2527","Batch1","Path1",7672.45239244113,989
"Cell2528","Cell2528","Batch1","Path3",8878.82218837156,762
"Cell2529","Cell2529","Batch1","Path1",8603.17352746261,464
"Cell2530","Cell2530","Batch1","Path1",8408.61191383328,328
"Cell2531","Cell2531","Batch1","Path1",7874.02614859094,631
"Cell2532","Cell2532","Batch1","Path2",8400.20058971794,480
"Cell2533","Cell2533","Batch1","Path2",8263.68665059487,15
"Cell2534","Cell2534","Batch1","Path2",8758.9115521986,436
"Cell2535","Cell2535","Batch1","Path1",8518.0031256393,826
"Cell2536","Cell2536","Batch1","Path3",7413.23657174194,36
"Cell2537","Cell2537","Batch1","Path3",7904.5903444892,37
"Cell2538","Cell2538","Batch1","Path3",7889.43410849809,699
"Cell2539","Cell2539","Batch1","Path3",7947.54505903027,151
"Cell2540","Cell2540","Batch1","Path1",8531.09415191701,147
"Cell2541","Cell2541","Batch1","Path1",8210.76761432731,80
"Cell2542","Cell2542","Batch1","Path3",8550.95706720354,462
"Cell2543","Cell2543","Batch1","Path1",8281.69068192746,271
"Cell2544","Cell2544","Batch1","Path1",7892.20842726487,233
"Cell2545","Cell2545","Batch1","Path3",8292.96396822355,979
"Cell2546","Cell2546","Batch1","Path1",8686.6757414022,892
"Cell2547","Cell2547","Batch1","Path2",8015.41320489302,703
"Cell2548","Cell2548","Batch1","Path1",8525.89434731884,674
"Cell2549","Cell2549","Batch1","Path2",8304.05433316388,772
"Cell2550","Cell2550","Batch1","Path2",7725.6030515306,579
"Cell2551","Cell2551","Batch1","Path2",7675.66531756904,948
"Cell2552","Cell2552","Batch1","Path3",8107.42701603804,978
"Cell2553","Cell2553","Batch1","Path3",7892.6532184377,906
"Cell2554","Cell2554","Batch1","Path2",8411.45136500474,411
"Cell2555","Cell2555","Batch1","Path1",7727.84869625389,601
"Cell2556","Cell2556","Batch1","Path3",8168.36108316867,112
"Cell2557","Cell2557","Batch1","Path1",7433.81135534945,950
"Cell2558","Cell2558","Batch1","Path3",8374.31721962889,622
"Cell2559","Cell2559","Batch1","Path3",7313.79836942113,454
"Cell2560","Cell2560","Batch1","Path1",7925.55311004727,878
"Cell2561","Cell2561","Batch1","Path2",7785.87190343505,231
"Cell2562","Cell2562","Batch1","Path2",8259.22177823229,49
"Cell2563","Cell2563","Batch1","Path2",7945.98742647132,474
"Cell2564","Cell2564","Batch1","Path1",7816.65730988765,454
"Cell2565","Cell2565","Batch1","Path1",7850.08662419339,427
"Cell2566","Cell2566","Batch1","Path1",8414.7469411173,213
"Cell2567","Cell2567","Batch1","Path2",7348.37071832064,537
"Cell2568","Cell2568","Batch1","Path3",8325.78005917688,308
"Cell2569","Cell2569","Batch1","Path3",7746.15545127334,432
"Cell2570","Cell2570","Batch1","Path2",8262.0644712113,524
"Cell2571","Cell2571","Batch1","Path2",7776.15693830454,148
"Cell2572","Cell2572","Batch1","Path2",7656.85026775171,349
"Cell2573","Cell2573","Batch1","Path3",8081.0980811595,801
"Cell2574","Cell2574","Batch1","Path3",8031.09885323007,730
"Cell2575","Cell2575","Batch1","Path3",8533.1299800567,168
"Cell2576","Cell2576","Batch1","Path2",7974.50130999702,169
"Cell2577","Cell2577","Batch1","Path3",8169.62022056022,388
"Cell2578","Cell2578","Batch1","Path3",8131.08520061496,49
"Cell2579","Cell2579","Batch1","Path3",7776.51654780404,964
"Cell2580","Cell2580","Batch1","Path3",7353.39409718836,453
"Cell2581","Cell2581","Batch1","Path1",7857.11878186777,672
"Cell2582","Cell2582","Batch1","Path1",7831.83419905185,920
"Cell2583","Cell2583","Batch1","Path1",8454.46718174666,114
"Cell2584","Cell2584","Batch1","Path1",8031.43498551743,408
"Cell2585","Cell2585","Batch1","Path1",7958.44754059984,549
"Cell2586","Cell2586","Batch1","Path1",8507.19794072042,865
"Cell2587","Cell2587","Batch1","Path1",7693.11597093939,418
"Cell2588","Cell2588","Batch1","Path1",8124.09099214911,93
"Cell2589","Cell2589","Batch1","Path3",7993.88065830518,332
"Cell2590","Cell2590","Batch1","Path3",8339.32143480015,927
"Cell2591","Cell2591","Batch1","Path3",8161.35892024843,512
"Cell2592","Cell2592","Batch1","Path2",8443.91549372591,317
"Cell2593","Cell2593","Batch1","Path2",8469.59423497431,172
"Cell2594","Cell2594","Batch1","Path3",7159.73643668245,283
"Cell2595","Cell2595","Batch1","Path1",8276.82888851247,694
"Cell2596","Cell2596","Batch1","Path2",7777.11755822017,603
"Cell2597","Cell2597","Batch1","Path2",8154.71401867692,410
"Cell2598","Cell2598","Batch1","Path2",8034.99458725982,493
"Cell2599","Cell2599","Batch1","Path2",8377.65542163426,427
"Cell2600","Cell2600","Batch1","Path1",7875.91182408119,212
"Cell2601","Cell2601","Batch1","Path3",7560.6988745495,972
"Cell2602","Cell2602","Batch1","Path1",8000.27775571162,335
"Cell2603","Cell2603","Batch1","Path2",8116.97261194278,547
"Cell2604","Cell2604","Batch1","Path1",8151.85106896461,365
"Cell2605","Cell2605","Batch1","Path2",8242.90448929684,996
"Cell2606","Cell2606","Batch1","Path2",7720.95409089948,567
"Cell2607","Cell2607","Batch1","Path1",8598.86037620869,600
"Cell2608","Cell2608","Batch1","Path2",8473.44417009329,895
"Cell2609","Cell2609","Batch1","Path1",7625.43570447916,327
"Cell2610","Cell2610","Batch1","Path2",7847.2432440371,998
"Cell2611","Cell2611","Batch1","Path1",8749.26643700292,828
"Cell2612","Cell2612","Batch1","Path1",8005.65722084434,337
"Cell2613","Cell2613","Batch1","Path2",8504.10441036435,394
"Cell2614","Cell2614","Batch1","Path2",7756.15312086887,812
"Cell2615","Cell2615","Batch1","Path3",8598.67776525532,535
"Cell2616","Cell2616","Batch1","Path3",7620.70065967564,157
"Cell2617","Cell2617","Batch1","Path1",8186.92433066511,153
"Cell2618","Cell2618","Batch1","Path2",7795.32975352144,153
"Cell2619","Cell2619","Batch1","Path2",8342.86908073382,747
"Cell2620","Cell2620","Batch1","Path2",8265.00766626019,97
"Cell2621","Cell2621","Batch1","Path3",8422.28003591255,780
"Cell2622","Cell2622","Batch1","Path3",8425.22362272615,638
"Cell2623","Cell2623","Batch1","Path1",7942.50858766834,467
"Cell2624","Cell2624","Batch1","Path3",7873.97546174615,100
"Cell2625","Cell2625","Batch1","Path2",8252.4602328217,650
"Cell2626","Cell2626","Batch1","Path2",8538.45260629993,804
"Cell2627","Cell2627","Batch1","Path3",8656.69269103254,646
"Cell2628","Cell2628","Batch1","Path2",8097.81648952438,940
"Cell2629","Cell2629","Batch1","Path3",8251.65289209627,315
"Cell2630","Cell2630","Batch1","Path3",7839.19695269095,859
"Cell2631","Cell2631","Batch1","Path3",7510.06497242573,496
"Cell2632","Cell2632","Batch1","Path3",8283.26465973834,68
"Cell2633","Cell2633","Batch1","Path2",8149.36399947739,376
"Cell2634","Cell2634","Batch1","Path1",8150.08049441014,563
"Cell2635","Cell2635","Batch1","Path2",7390.30737914245,375
"Cell2636","Cell2636","Batch1","Path2",7379.3348204147,95
"Cell2637","Cell2637","Batch1","Path3",8176.47845385738,908
"Cell2638","Cell2638","Batch1","Path2",7875.93658845738,44
"Cell2639","Cell2639","Batch1","Path1",7961.63269496058,139
"Cell2640","Cell2640","Batch1","Path1",7811.40097744343,181
"Cell2641","Cell2641","Batch1","Path2",8198.87243329912,355
"Cell2642","Cell2642","Batch1","Path2",8209.1440587913,639
"Cell2643","Cell2643","Batch1","Path3",7867.95611404684,880
"Cell2644","Cell2644","Batch1","Path2",7619.28258132376,54
"Cell2645","Cell2645","Batch1","Path1",7534.20461339769,454
"Cell2646","Cell2646","Batch1","Path1",8841.25813375085,812
"Cell2647","Cell2647","Batch1","Path2",8618.89329455727,917
"Cell2648","Cell2648","Batch1","Path1",7892.59593525401,340
"Cell2649","Cell2649","Batch1","Path3",7696.05196988682,647
"Cell2650","Cell2650","Batch1","Path1",8265.9553990332,678
"Cell2651","Cell2651","Batch1","Path3",7873.56389788649,999
"Cell2652","Cell2652","Batch1","Path2",8261.10939912985,621
"Cell2653","Cell2653","Batch1","Path2",8184.64622433584,484
"Cell2654","Cell2654","Batch1","Path3",8013.94402218155,446
"Cell2655","Cell2655","Batch1","Path2",7535.45913592652,210
"Cell2656","Cell2656","Batch1","Path1",7571.31375072368,976
"Cell2657","Cell2657","Batch1","Path1",8222.23120736179,763
"Cell2658","Cell2658","Batch1","Path2",8196.02603181755,449
"Cell2659","Cell2659","Batch1","Path3",7560.22183886532,567
"Cell2660","Cell2660","Batch1","Path1",8869.83469763472,851
"Cell2661","Cell2661","Batch1","Path2",7559.81571835393,592
"Cell2662","Cell2662","Batch1","Path3",7914.49363528037,382
"Cell2663","Cell2663","Batch1","Path1",7988.02665979392,745
"Cell2664","Cell2664","Batch1","Path3",8294.43792724095,577
"Cell2665","Cell2665","Batch1","Path1",7856.01905983638,595
"Cell2666","Cell2666","Batch1","Path1",7246.89706400902,883
"Cell2667","Cell2667","Batch1","Path3",7575.4359808741,796
"Cell2668","Cell2668","Batch1","Path3",8028.13066707364,774
"Cell2669","Cell2669","Batch1","Path2",7394.49891635123,861
"Cell2670","Cell2670","Batch1","Path1",7917.01130437454,312
"Cell2671","Cell2671","Batch1","Path2",7722.19992866661,283
"Cell2672","Cell2672","Batch1","Path2",8304.88894769932,883
"Cell2673","Cell2673","Batch1","Path2",8511.11385435043,519
"Cell2674","Cell2674","Batch1","Path1",7852.78641521477,762
"Cell2675","Cell2675","Batch1","Path1",8536.28460760415,850
"Cell2676","Cell2676","Batch1","Path3",8404.53967540654,196
"Cell2677","Cell2677","Batch1","Path3",7529.59993093834,366
"Cell2678","Cell2678","Batch1","Path3",7985.01741383756,941
"Cell2679","Cell2679","Batch1","Path2",8089.20740953912,120
"Cell2680","Cell2680","Batch1","Path1",7085.03996034443,180
"Cell2681","Cell2681","Batch1","Path1",7752.29342589285,491
"Cell2682","Cell2682","Batch1","Path3",7715.38814659398,706
"Cell2683","Cell2683","Batch1","Path2",8705.40591918264,103
"Cell2684","Cell2684","Batch1","Path1",8144.66049503666,723
"Cell2685","Cell2685","Batch1","Path2",8516.39573454246,609
"Cell2686","Cell2686","Batch1","Path1",7698.6030541169,613
"Cell2687","Cell2687","Batch1","Path2",8738.68225671689,615
"Cell2688","Cell2688","Batch1","Path1",8195.71706244766,735
"Cell2689","Cell2689","Batch1","Path1",8193.36205333927,374
"Cell2690","Cell2690","Batch1","Path1",8392.75700724072,982
"Cell2691","Cell2691","Batch1","Path3",8419.38919371416,785
"Cell2692","Cell2692","Batch1","Path2",7765.81910290444,675
"Cell2693","Cell2693","Batch1","Path3",8219.1129972329,762
"Cell2694","Cell2694","Batch1","Path3",8333.5609600197,315
"Cell2695","Cell2695","Batch1","Path1",8739.08888675002,335
"Cell2696","Cell2696","Batch1","Path1",8091.08562863156,824
"Cell2697","Cell2697","Batch1","Path3",8673.51971828898,530
"Cell2698","Cell2698","Batch1","Path2",7812.72919534941,373
"Cell2699","Cell2699","Batch1","Path2",8383.60437287728,708
"Cell2700","Cell2700","Batch1","Path2",8735.83970520434,300
"Cell2701","Cell2701","Batch1","Path2",8535.64550254137,921
"Cell2702","Cell2702","Batch1","Path1",8105.04097081903,144
"Cell2703","Cell2703","Batch1","Path1",7935.57653022576,29
"Cell2704","Cell2704","Batch1","Path1",7980.9664663381,872
"Cell2705","Cell2705","Batch1","Path3",7677.74156822805,876
"Cell2706","Cell2706","Batch1","Path2",8292.04823546834,205
"Cell2707","Cell2707","Batch1","Path1",8308.0418463707,272
"Cell2708","Cell2708","Batch1","Path2",8044.24404075368,129
"Cell2709","Cell2709","Batch1","Path2",8151.34525047045,283
"Cell2710","Cell2710","Batch1","Path2",8203.46238664747,787
"Cell2711","Cell2711","Batch1","Path3",8823.87734302352,925
"Cell2712","Cell2712","Batch1","Path1",7617.15003895613,947
"Cell2713","Cell2713","Batch1","Path3",8054.00803194458,320
"Cell2714","Cell2714","Batch1","Path3",8197.37633112477,636
"Cell2715","Cell2715","Batch1","Path1",7537.28387203116,280
"Cell2716","Cell2716","Batch1","Path2",7748.67556320434,748
"Cell2717","Cell2717","Batch1","Path2",8177.10968990933,146
"Cell2718","Cell2718","Batch1","Path3",7915.97613257429,663
"Cell2719","Cell2719","Batch1","Path2",8879.23229324694,375
"Cell2720","Cell2720","Batch1","Path2",8154.31546163273,656
"Cell2721","Cell2721","Batch1","Path3",8686.20143713468,351
"Cell2722","Cell2722","Batch1","Path1",7898.86987249244,743
"Cell2723","Cell2723","Batch1","Path3",7901.68714827158,883
"Cell2724","Cell2724","Batch1","Path1",7949.55790519698,248
"Cell2725","Cell2725","Batch1","Path3",7836.29142662061,970
"Cell2726","Cell2726","Batch1","Path3",8209.60688041887,888
"Cell2727","Cell2727","Batch1","Path3",8741.29838839156,565
"Cell2728","Cell2728","Batch1","Path1",7933.95153367768,851
"Cell2729","Cell2729","Batch1","Path2",8933.32779138445,554
"Cell2730","Cell2730","Batch1","Path3",7794.42407235993,149
"Cell2731","Cell2731","Batch1","Path2",8403.66966502165,722
"Cell2732","Cell2732","Batch1","Path2",8065.8872552676,447
"Cell2733","Cell2733","Batch1","Path2",8017.97764764564,767
"Cell2734","Cell2734","Batch1","Path3",8766.54219020898,519
"Cell2735","Cell2735","Batch1","Path2",8512.98168361991,33
"Cell2736","Cell2736","Batch1","Path2",7430.20752051097,250
"Cell2737","Cell2737","Batch1","Path3",8046.36271633301,426
"Cell2738","Cell2738","Batch1","Path2",7698.07046120767,688
"Cell2739","Cell2739","Batch1","Path2",7814.11425334027,353
"Cell2740","Cell2740","Batch1","Path3",8292.29226653936,772
"Cell2741","Cell2741","Batch1","Path1",7806.26863438452,159
"Cell2742","Cell2742","Batch1","Path1",7982.82963235107,393
