"","Cell","Batch","Group","ExpLibSize","Step"
"Cell2217","Cell2217","Batch1","Path1",22244.8998755262,726
"Cell2218","Cell2218","Batch1","Path2",21890.9829788141,518
"Cell2219","Cell2219","Batch1","Path1",21474.2528730046,643
"Cell2220","Cell2220","Batch1","Path3",23834.2401173421,530
"Cell2222","Cell2222","Batch1","Path3",21373.4955342323,838
"Cell2223","Cell2223","Batch1","Path3",22780.6459643261,928
"Cell2226","Cell2226","Batch1","Path2",23479.1875471639,851
"Cell2227","Cell2227","Batch1","Path3",22194.8286805705,488
"Cell2229","Cell2229","Batch1","Path1",19559.8626549308,787
"Cell2230","Cell2230","Batch1","Path3",25039.53143927,554
"Cell2231","Cell2231","Batch1","Path1",22662.6281102324,475
"Cell2232","Cell2232","Batch1","Path1",24200.0704641279,404
"Cell2233","Cell2233","Batch1","Path1",22620.4445216612,427
"Cell2236","Cell2236","Batch1","Path2",23066.6586644375,556
"Cell2237","Cell2237","Batch1","Path3",20982.2583596381,938
"Cell2238","Cell2238","Batch1","Path1",21823.793967285,844
"Cell2239","Cell2239","Batch1","Path3",20484.1091028846,713
"Cell2241","Cell2241","Batch1","Path2",21413.599767371,416
"Cell2242","Cell2242","Batch1","Path1",22674.9059178334,696
"Cell2243","Cell2243","Batch1","Path1",22510.9582323914,476
"Cell2244","Cell2244","Batch1","Path3",21566.3990882378,536
"Cell2246","Cell2246","Batch1","Path3",21476.8725272578,712
"Cell2251","Cell2251","Batch1","Path3",24116.7922333036,771
"Cell2252","Cell2252","Batch1","Path2",23332.3116506511,797
"Cell2253","Cell2253","Batch1","Path2",22718.0933037933,905
"Cell2257","Cell2257","Batch1","Path2",20938.4006684716,874
"Cell2258","Cell2258","Batch1","Path3",22395.6352759059,748
"Cell2259","Cell2259","Batch1","Path3",22744.8569674978,884
"Cell2261","Cell2261","Batch1","Path2",22186.3454516574,800
"Cell2262","Cell2262","Batch1","Path1",23324.6752222114,881
"Cell2264","Cell2264","Batch1","Path3",19748.8144456413,539
"Cell2265","Cell2265","Batch1","Path1",21953.6439801879,887
"Cell2266","Cell2266","Batch1","Path2",23091.0538614532,506
"Cell2268","Cell2268","Batch1","Path3",20736.1100022215,837
"Cell2271","Cell2271","Batch1","Path3",22174.7034592504,534
"Cell2272","Cell2272","Batch1","Path1",21758.2133044816,962
"Cell2274","Cell2274","Batch1","Path1",20933.6572661012,480
"Cell2275","Cell2275","Batch1","Path2",20862.4590134274,734
"Cell2276","Cell2276","Batch1","Path3",23049.8177116774,957
"Cell2279","Cell2279","Batch1","Path1",21185.0384855849,873
"Cell2281","Cell2281","Batch1","Path1",23118.3140689985,740
"Cell2282","Cell2282","Batch1","Path3",21719.6119694503,795
"Cell2284","Cell2284","Batch1","Path1",23188.4428330193,942
"Cell2285","Cell2285","Batch1","Path1",22396.6722023293,421
"Cell2286","Cell2286","Batch1","Path1",22091.6993420084,499
"Cell2287","Cell2287","Batch1","Path1",21252.4799267741,521
"Cell2288","Cell2288","Batch1","Path2",21164.8184721036,670
"Cell2289","Cell2289","Batch1","Path3",22220.3366373867,661
"Cell2291","Cell2291","Batch1","Path3",22236.5563520302,935
"Cell2292","Cell2292","Batch1","Path1",20669.3932711148,867
"Cell2293","Cell2293","Batch1","Path1",21692.3098423091,764
"Cell2294","Cell2294","Batch1","Path2",22390.4412948825,939
"Cell2295","Cell2295","Batch1","Path2",22082.3360542531,407
"Cell2296","Cell2296","Batch1","Path1",21672.6231155814,576
"Cell2298","Cell2298","Batch1","Path2",21623.0360400387,825
"Cell2299","Cell2299","Batch1","Path1",22963.1918233979,901
"Cell2301","Cell2301","Batch1","Path3",22878.7043668122,924
"Cell2302","Cell2302","Batch1","Path2",21450.7446124472,945
"Cell2304","Cell2304","Batch1","Path2",20282.2905810818,899
"Cell2305","Cell2305","Batch1","Path2",22763.6314467795,558
"Cell2306","Cell2306","Batch1","Path1",21992.7919912383,874
"Cell2307","Cell2307","Batch1","Path1",20531.9326983203,664
"Cell2308","Cell2308","Batch1","Path2",20246.7932227156,500
"Cell2311","Cell2311","Batch1","Path3",23593.5646133322,718
"Cell2314","Cell2314","Batch1","Path2",22096.3608490428,978
"Cell2316","Cell2316","Batch1","Path2",24474.0387600271,893
"Cell2318","Cell2318","Batch1","Path1",23164.1646937619,456
"Cell2321","Cell2321","Batch1","Path2",24284.7144465588,945
"Cell2322","Cell2322","Batch1","Path2",22140.3882305735,779
"Cell2323","Cell2323","Batch1","Path1",20425.7833268239,497
"Cell2325","Cell2325","Batch1","Path2",20744.4003900701,1000
"Cell2329","Cell2329","Batch1","Path2",22941.0883541551,677
"Cell2333","Cell2333","Batch1","Path3",23597.2253843449,552
"Cell2334","Cell2334","Batch1","Path1",19956.3153930643,751
"Cell2335","Cell2335","Batch1","Path1",20512.6148627935,702
"Cell2338","Cell2338","Batch1","Path3",21406.8560220456,903
"Cell2339","Cell2339","Batch1","Path2",22689.3839809442,899
"Cell2341","Cell2341","Batch1","Path3",22473.7845701265,471
"Cell2342","Cell2342","Batch1","Path3",22744.7527406969,867
"Cell2343","Cell2343","Batch1","Path2",21783.0434666233,650
"Cell2344","Cell2344","Batch1","Path3",20901.1361774416,583
"Cell2347","Cell2347","Batch1","Path2",22309.766459719,523
"Cell2348","Cell2348","Batch1","Path1",21510.4624492562,828
"Cell2349","Cell2349","Batch1","Path3",22432.017084212,467
"Cell2350","Cell2350","Batch1","Path3",21796.0610428827,762
"Cell2352","Cell2352","Batch1","Path2",22372.0917660972,826
"Cell2353","Cell2353","Batch1","Path3",22453.5653247062,951
"Cell2354","Cell2354","Batch1","Path2",20997.3078767193,670
"Cell2355","Cell2355","Batch1","Path1",20422.1382387239,672
"Cell2356","Cell2356","Batch1","Path2",22780.1611885784,880
"Cell2357","Cell2357","Batch1","Path2",22820.8625700028,534
"Cell2358","Cell2358","Batch1","Path1",20955.1667963942,903
"Cell2359","Cell2359","Batch1","Path3",23330.1655360181,815
"Cell2361","Cell2361","Batch1","Path2",23601.0262994783,521
"Cell2362","Cell2362","Batch1","Path3",20977.4993582252,773
"Cell2363","Cell2363","Batch1","Path1",21128.8137266147,614
"Cell2366","Cell2366","Batch1","Path3",20960.6225308989,428
"Cell2368","Cell2368","Batch1","Path1",22010.6989993357,523
"Cell2369","Cell2369","Batch1","Path1",21612.4776645297,582
"Cell2370","Cell2370","Batch1","Path2",22852.8029351827,763
"Cell2371","Cell2371","Batch1","Path2",21697.8168210228,921
"Cell2373","Cell2373","Batch1","Path2",23467.1378138004,524
"Cell2374","Cell2374","Batch1","Path2",19382.5931854491,478
"Cell2375","Cell2375","Batch1","Path2",20722.3544796039,510
"Cell2376","Cell2376","Batch1","Path3",20991.5418120648,434
"Cell2377","Cell2377","Batch1","Path2",21946.3701647151,875
"Cell2380","Cell2380","Batch1","Path3",21494.3971268596,842
"Cell2382","Cell2382","Batch1","Path3",21804.9454601847,689
"Cell2383","Cell2383","Batch1","Path3",24715.5184293336,670
"Cell2384","Cell2384","Batch1","Path1",21415.0855982961,716
"Cell2385","Cell2385","Batch1","Path3",21379.4790579057,945
"Cell2388","Cell2388","Batch1","Path2",23866.9495603673,618
"Cell2390","Cell2390","Batch1","Path1",21081.1428243118,999
"Cell2391","Cell2391","Batch1","Path1",21471.3187466814,935
"Cell2392","Cell2392","Batch1","Path2",22059.1376840531,928
"Cell2393","Cell2393","Batch1","Path2",21573.9911564341,877
"Cell2394","Cell2394","Batch1","Path3",21142.7714162005,732
"Cell2395","Cell2395","Batch1","Path2",22283.5058289149,703
"Cell2396","Cell2396","Batch1","Path3",24269.5087923563,930
"Cell2401","Cell2401","Batch1","Path2",21956.4294455734,998
"Cell2402","Cell2402","Batch1","Path3",23006.4580012137,416
"Cell2405","Cell2405","Batch1","Path3",20741.7958075638,781
"Cell2407","Cell2407","Batch1","Path3",19457.4832668394,586
"Cell2409","Cell2409","Batch1","Path3",21025.2456661335,535
"Cell2410","Cell2410","Batch1","Path2",20156.6959850665,954
"Cell2411","Cell2411","Batch1","Path1",22471.3726956087,460
"Cell2412","Cell2412","Batch1","Path2",21862.7876262405,746
"Cell2413","Cell2413","Batch1","Path2",23766.3420646559,776
"Cell2414","Cell2414","Batch1","Path3",20290.0775823994,936
"Cell2418","Cell2418","Batch1","Path3",22410.2483818707,934
"Cell2419","Cell2419","Batch1","Path1",22071.4284950638,629
"Cell2421","Cell2421","Batch1","Path2",22698.1402502765,518
"Cell2425","Cell2425","Batch1","Path3",23469.071460347,699
"Cell2426","Cell2426","Batch1","Path1",21946.3777309362,944
"Cell2427","Cell2427","Batch1","Path2",21163.0591647224,789
"Cell2429","Cell2429","Batch1","Path3",19740.6396502246,904
"Cell2430","Cell2430","Batch1","Path3",22239.479682445,887
"Cell2431","Cell2431","Batch1","Path2",21501.0141540143,565
"Cell2432","Cell2432","Batch1","Path2",22182.0133899574,645
"Cell2433","Cell2433","Batch1","Path1",23075.9401903988,540
"Cell2436","Cell2436","Batch1","Path3",24159.0529784703,463
"Cell2437","Cell2437","Batch1","Path2",21154.9475256666,483
"Cell2439","Cell2439","Batch1","Path2",22013.0373806909,636
"Cell2440","Cell2440","Batch1","Path2",21875.5158644938,487
"Cell2441","Cell2441","Batch1","Path2",22466.230733348,605
"Cell2445","Cell2445","Batch1","Path3",22240.2749157073,409
"Cell2446","Cell2446","Batch1","Path2",21981.6241193027,645
"Cell2448","Cell2448","Batch1","Path2",22897.8595375077,482
"Cell2449","Cell2449","Batch1","Path3",23186.7895849108,684
"Cell2450","Cell2450","Batch1","Path2",22105.0924089945,733
"Cell2451","Cell2451","Batch1","Path3",20623.8618285501,871
"Cell2452","Cell2452","Batch1","Path1",20158.6180308011,676
"Cell2453","Cell2453","Batch1","Path3",22751.1919984988,949
"Cell2455","Cell2455","Batch1","Path1",21487.8246235355,965
"Cell2457","Cell2457","Batch1","Path2",21841.5187753649,837
"Cell2460","Cell2460","Batch1","Path1",21335.2026736922,607
"Cell2461","Cell2461","Batch1","Path2",23119.8431754011,983
"Cell2463","Cell2463","Batch1","Path1",22006.7957304603,541
"Cell2464","Cell2464","Batch1","Path2",20472.4457375284,495
"Cell2465","Cell2465","Batch1","Path3",21934.1614904852,864
"Cell2468","Cell2468","Batch1","Path3",24382.7832839278,731
"Cell2469","Cell2469","Batch1","Path1",22658.7701444639,768
"Cell2471","Cell2471","Batch1","Path2",21907.6958104426,918
"Cell2474","Cell2474","Batch1","Path1",21903.2189312541,755
"Cell2475","Cell2475","Batch1","Path1",21899.9890498358,771
"Cell2476","Cell2476","Batch1","Path1",22719.9304122906,982
"Cell2477","Cell2477","Batch1","Path3",22590.066382481,829
"Cell2478","Cell2478","Batch1","Path2",19919.6492389183,823
"Cell2480","Cell2480","Batch1","Path3",22178.8562926761,732
"Cell2481","Cell2481","Batch1","Path2",23204.3781706629,613
"Cell2482","Cell2482","Batch1","Path1",21243.9370571993,701
"Cell2483","Cell2483","Batch1","Path3",22861.1590719059,539
"Cell2484","Cell2484","Batch1","Path1",23259.3296810909,667
"Cell2487","Cell2487","Batch1","Path2",23285.7475397885,422
"Cell2489","Cell2489","Batch1","Path2",20892.2298400498,970
"Cell2490","Cell2490","Batch1","Path2",22172.561697168,949
"Cell2492","Cell2492","Batch1","Path1",24585.200604863,497
"Cell2493","Cell2493","Batch1","Path2",20765.8918850451,406
"Cell2501","Cell2501","Batch1","Path3",24694.512326434,605
"Cell2502","Cell2502","Batch1","Path2",22503.8838216275,502
"Cell2504","Cell2504","Batch1","Path3",21491.1088417854,710
"Cell2506","Cell2506","Batch1","Path2",23166.1015274458,616
"Cell2508","Cell2508","Batch1","Path2",22563.5947226104,514
"Cell2510","Cell2510","Batch1","Path2",21625.0163158054,412
"Cell2513","Cell2513","Batch1","Path2",21657.3029192306,567
"Cell2515","Cell2515","Batch1","Path1",24069.6753265336,458
"Cell2516","Cell2516","Batch1","Path3",24773.1969458882,825
"Cell2517","Cell2517","Batch1","Path2",22354.3297485972,721
"Cell2518","Cell2518","Batch1","Path3",22437.4680563089,731
"Cell2519","Cell2519","Batch1","Path2",21666.4692794,652
"Cell2520","Cell2520","Batch1","Path3",22641.1797591002,921
"Cell2521","Cell2521","Batch1","Path3",22716.3997177722,988
"Cell2522","Cell2522","Batch1","Path2",21592.5203620316,717
"Cell2523","Cell2523","Batch1","Path2",21531.9271174285,414
"Cell2525","Cell2525","Batch1","Path1",21723.852488375,745
"Cell2526","Cell2526","Batch1","Path2",21477.6241565624,552
"Cell2527","Cell2527","Batch1","Path3",21207.6640106135,826
"Cell2529","Cell2529","Batch1","Path2",19974.1810849914,929
"Cell2530","Cell2530","Batch1","Path2",21664.2594419823,914
"Cell2532","Cell2532","Batch1","Path2",21804.2790494337,694
"Cell2533","Cell2533","Batch1","Path1",22359.2084040198,882
"Cell2534","Cell2534","Batch1","Path2",20892.0008137784,424
"Cell2535","Cell2535","Batch1","Path1",21357.9031518299,452
"Cell2538","Cell2538","Batch1","Path1",21608.8660043728,882
"Cell2539","Cell2539","Batch1","Path2",22917.2259942137,900
"Cell2540","Cell2540","Batch1","Path2",20625.7278790345,523
"Cell2542","Cell2542","Batch1","Path1",22893.0241857819,827
"Cell2543","Cell2543","Batch1","Path2",20620.58456475,882
"Cell2545","Cell2545","Batch1","Path1",25907.0652364394,896
"Cell2547","Cell2547","Batch1","Path1",22206.2711580401,669
"Cell2548","Cell2548","Batch1","Path2",22517.9822559338,440
"Cell2549","Cell2549","Batch1","Path1",21542.1560254619,886
"Cell2551","Cell2551","Batch1","Path1",21829.4643723379,466
"Cell2552","Cell2552","Batch1","Path2",22051.583517332,809
"Cell2554","Cell2554","Batch1","Path2",24178.4417145816,892
"Cell2556","Cell2556","Batch1","Path3",21986.6393763622,430
"Cell2561","Cell2561","Batch1","Path3",23774.8616837873,684
"Cell2566","Cell2566","Batch1","Path1",21234.7536089251,985
"Cell2568","Cell2568","Batch1","Path3",21857.5716567755,458
"Cell2570","Cell2570","Batch1","Path1",26393.3915000391,997
"Cell2571","Cell2571","Batch1","Path1",22778.2752231552,508
"Cell2572","Cell2572","Batch1","Path3",19488.3523128294,637
"Cell2573","Cell2573","Batch1","Path3",21533.8056184652,973
"Cell2576","Cell2576","Batch1","Path3",21416.0370350291,829
"Cell2578","Cell2578","Batch1","Path3",21995.5582792634,771
"Cell2580","Cell2580","Batch1","Path3",21842.6261705234,903
"Cell2582","Cell2582","Batch1","Path3",23528.8349785768,785
"Cell2583","Cell2583","Batch1","Path3",21655.3569464416,545
"Cell2584","Cell2584","Batch1","Path1",20655.6123920471,969
"Cell2585","Cell2585","Batch1","Path2",22543.1633275235,836
"Cell2586","Cell2586","Batch1","Path2",21619.8152837726,982
"Cell2587","Cell2587","Batch1","Path1",21849.7604923375,933
"Cell2588","Cell2588","Batch1","Path2",22628.7743833334,580
"Cell2589","Cell2589","Batch1","Path1",21210.7820842667,509
"Cell2590","Cell2590","Batch1","Path3",21913.0482797884,694
"Cell2591","Cell2591","Batch1","Path3",22197.9770625994,453
"Cell2594","Cell2594","Batch1","Path1",22257.8602866349,903
"Cell2595","Cell2595","Batch1","Path1",23185.6023179511,783
"Cell2597","Cell2597","Batch1","Path2",21290.8355608625,431
"Cell2598","Cell2598","Batch1","Path2",24124.2742051921,858
"Cell2599","Cell2599","Batch1","Path3",19926.8220073152,428
"Cell2602","Cell2602","Batch1","Path1",22356.8840143665,939
"Cell2603","Cell2603","Batch1","Path2",22084.9424170002,492
"Cell2604","Cell2604","Batch1","Path2",22859.4171385441,912
"Cell2605","Cell2605","Batch1","Path3",22157.8794742945,536
"Cell2606","Cell2606","Batch1","Path2",22881.6928331859,432
"Cell2608","Cell2608","Batch1","Path1",22133.8253799464,643
"Cell2610","Cell2610","Batch1","Path1",21285.344244777,519
"Cell2611","Cell2611","Batch1","Path1",21709.3394172826,707
"Cell2612","Cell2612","Batch1","Path2",23514.0744889133,722
"Cell2618","Cell2618","Batch1","Path2",21855.2025530064,479
"Cell2622","Cell2622","Batch1","Path1",24989.5495231527,814
"Cell2623","Cell2623","Batch1","Path3",21455.5912803618,417
"Cell2624","Cell2624","Batch1","Path3",22728.0255662684,819
"Cell2625","Cell2625","Batch1","Path3",20725.8444919641,686
"Cell2627","Cell2627","Batch1","Path1",19906.2056443488,951
"Cell2628","Cell2628","Batch1","Path1",21492.4842426426,768
"Cell2629","Cell2629","Batch1","Path3",22361.1240732502,937
"Cell2632","Cell2632","Batch1","Path3",23734.8994698513,981
"Cell2633","Cell2633","Batch1","Path2",23247.1363016272,753
"Cell2636","Cell2636","Batch1","Path3",20606.2016754915,468
"Cell2639","Cell2639","Batch1","Path3",22340.1345504637,583
"Cell2641","Cell2641","Batch1","Path3",22521.7012131574,832
"Cell2642","Cell2642","Batch1","Path2",21798.2562985738,791
"Cell2643","Cell2643","Batch1","Path2",24444.1624705437,827
"Cell2644","Cell2644","Batch1","Path2",22935.1873988162,585
"Cell2647","Cell2647","Batch1","Path2",22095.3523263096,492
"Cell2648","Cell2648","Batch1","Path3",21356.8286286742,568
"Cell2650","Cell2650","Batch1","Path1",21081.1184917628,504
"Cell2653","Cell2653","Batch1","Path3",21003.2373820909,771
"Cell2654","Cell2654","Batch1","Path3",22515.7453850739,731
"Cell2655","Cell2655","Batch1","Path2",21767.6833915613,682
"Cell2659","Cell2659","Batch1","Path3",22017.5240758661,537
"Cell2660","Cell2660","Batch1","Path1",22625.4475681141,525
"Cell2662","Cell2662","Batch1","Path2",23113.1783754558,732
"Cell2664","Cell2664","Batch1","Path2",20955.5819259097,457
"Cell2665","Cell2665","Batch1","Path3",20858.2318975957,522
"Cell2666","Cell2666","Batch1","Path3",21954.0339404753,835
"Cell2668","Cell2668","Batch1","Path2",21834.2714013733,781
"Cell2670","Cell2670","Batch1","Path1",20718.4151959381,629
"Cell2671","Cell2671","Batch1","Path2",22070.620915715,913
"Cell2672","Cell2672","Batch1","Path2",22555.0348639964,455
"Cell2674","Cell2674","Batch1","Path3",22434.4590732776,676
"Cell2676","Cell2676","Batch1","Path2",23752.7771222364,838
"Cell2678","Cell2678","Batch1","Path2",22597.6666638179,530
"Cell2679","Cell2679","Batch1","Path3",20190.557902251,736
"Cell2681","Cell2681","Batch1","Path3",22876.8221683624,428
"Cell2682","Cell2682","Batch1","Path2",22247.9170662108,964
"Cell2685","Cell2685","Batch1","Path1",22444.9817841719,820
"Cell2687","Cell2687","Batch1","Path2",19228.6268608682,808
"Cell2688","Cell2688","Batch1","Path2",21848.6537359344,673
"Cell2689","Cell2689","Batch1","Path1",21240.6903487082,945
"Cell2690","Cell2690","Batch1","Path3",24362.8665422852,563
"Cell2691","Cell2691","Batch1","Path2",21997.7795044634,804
"Cell2693","Cell2693","Batch1","Path1",21379.2637709198,444
"Cell2694","Cell2694","Batch1","Path1",22609.6763565618,683
"Cell2695","Cell2695","Batch1","Path2",20580.2473979604,506
"Cell2697","Cell2697","Batch1","Path1",20669.2554978171,474
"Cell2698","Cell2698","Batch1","Path3",23258.0286985091,860
"Cell2700","Cell2700","Batch1","Path2",21415.0081755525,753
"Cell2702","Cell2702","Batch1","Path1",21300.6825510534,413
"Cell2703","Cell2703","Batch1","Path3",23186.3585992656,598
"Cell2704","Cell2704","Batch1","Path2",21028.5090196955,866
"Cell2706","Cell2706","Batch1","Path3",22631.3030620783,523
"Cell2708","Cell2708","Batch1","Path1",22280.1126447661,855
"Cell2710","Cell2710","Batch1","Path1",23302.5930986366,606
"Cell2712","Cell2712","Batch1","Path2",20864.12190492,694
"Cell2713","Cell2713","Batch1","Path1",20644.799836802,715
"Cell2714","Cell2714","Batch1","Path1",22304.6161330608,648
"Cell2715","Cell2715","Batch1","Path2",25495.9369087027,925
"Cell2716","Cell2716","Batch1","Path2",21203.5092897211,999
"Cell2717","Cell2717","Batch1","Path1",21138.0536921019,562
"Cell2718","Cell2718","Batch1","Path1",21277.562347381,726
"Cell2720","Cell2720","Batch1","Path1",22422.3703202013,693
"Cell2721","Cell2721","Batch1","Path1",22584.4075973416,563
"Cell2722","Cell2722","Batch1","Path3",23002.5481825803,489
"Cell2723","Cell2723","Batch1","Path2",22227.2721967461,863
"Cell2729","Cell2729","Batch1","Path1",24227.416017362,615
"Cell2733","Cell2733","Batch1","Path1",23721.7332083552,921
"Cell2734","Cell2734","Batch1","Path1",22067.1615981825,513
"Cell2737","Cell2737","Batch1","Path1",22727.9309206452,897
"Cell2741","Cell2741","Batch1","Path1",23550.8809296356,978
"Cell2742","Cell2742","Batch1","Path2",21315.5846239443,770
"Cell2743","Cell2743","Batch1","Path1",21469.6425250936,796
"Cell2744","Cell2744","Batch1","Path2",22735.7710961139,943
"Cell2746","Cell2746","Batch1","Path2",23610.7565210533,447
"Cell2747","Cell2747","Batch1","Path2",24008.1529072143,844
"Cell2748","Cell2748","Batch1","Path1",21806.0030950985,834
"Cell2752","Cell2752","Batch1","Path3",21369.2455864543,903
"Cell2754","Cell2754","Batch1","Path1",22638.798019083,447
"Cell2756","Cell2756","Batch1","Path1",22208.3846481255,582
"Cell2757","Cell2757","Batch1","Path3",21300.9992559996,839
"Cell2759","Cell2759","Batch1","Path2",21009.4373650128,727
"Cell2760","Cell2760","Batch1","Path1",21148.0932405929,496
"Cell2761","Cell2761","Batch1","Path1",22621.8484530197,407
"Cell2763","Cell2763","Batch1","Path2",21275.7613851057,909
"Cell2764","Cell2764","Batch1","Path3",21667.011412475,490
"Cell2765","Cell2765","Batch1","Path3",20234.6182040586,654
"Cell2766","Cell2766","Batch1","Path2",21706.2873336756,479
"Cell2767","Cell2767","Batch1","Path1",20266.4477157568,996
"Cell2768","Cell2768","Batch1","Path1",23989.924532616,423
"Cell2769","Cell2769","Batch1","Path3",20659.1549452023,951
"Cell2771","Cell2771","Batch1","Path3",22376.4346747396,598
"Cell2772","Cell2772","Batch1","Path3",23431.5177455477,903
"Cell2775","Cell2775","Batch1","Path3",19973.3483784652,914
"Cell2776","Cell2776","Batch1","Path1",20783.1124362489,690
"Cell2778","Cell2778","Batch1","Path3",22148.209316266,758
"Cell2779","Cell2779","Batch1","Path3",23737.242218984,671
"Cell2782","Cell2782","Batch1","Path3",22565.3795979653,428
"Cell2783","Cell2783","Batch1","Path2",21359.1491552216,439
"Cell2784","Cell2784","Batch1","Path3",21645.2287329861,440
"Cell2789","Cell2789","Batch1","Path2",22618.4429708836,695
"Cell2792","Cell2792","Batch1","Path1",23095.9355167134,546
"Cell2793","Cell2793","Batch1","Path1",23492.270461444,516
"Cell2795","Cell2795","Batch1","Path1",21719.321854175,425
"Cell2797","Cell2797","Batch1","Path1",20905.1942569647,577
"Cell2799","Cell2799","Batch1","Path1",20440.2027915881,466
"Cell2800","Cell2800","Batch1","Path2",22074.9298793442,626
"Cell2801","Cell2801","Batch1","Path2",22554.42031513,426
"Cell2802","Cell2802","Batch1","Path3",23168.5027307041,878
"Cell2805","Cell2805","Batch1","Path2",20253.3141408611,550
"Cell2807","Cell2807","Batch1","Path1",22591.3885526411,616
"Cell2808","Cell2808","Batch1","Path3",19878.9011019354,641
"Cell2809","Cell2809","Batch1","Path1",22203.9033804503,779
"Cell2810","Cell2810","Batch1","Path3",23266.4612677048,674
"Cell2812","Cell2812","Batch1","Path3",23129.2162657304,423
"Cell2813","Cell2813","Batch1","Path1",24023.972843832,466
"Cell2814","Cell2814","Batch1","Path1",21922.510231848,538
"Cell2815","Cell2815","Batch1","Path2",23506.9153295098,737
"Cell2816","Cell2816","Batch1","Path2",21199.5433943236,485
"Cell2817","Cell2817","Batch1","Path2",20976.264905335,891
"Cell2818","Cell2818","Batch1","Path1",22583.5358148364,785
"Cell2820","Cell2820","Batch1","Path3",21220.4602600776,614
"Cell2821","Cell2821","Batch1","Path1",22893.2190191016,609
"Cell2822","Cell2822","Batch1","Path3",22940.341694865,551
"Cell2824","Cell2824","Batch1","Path2",24070.0833571868,661
"Cell2826","Cell2826","Batch1","Path2",23615.4046750969,808
"Cell2828","Cell2828","Batch1","Path3",21580.9133729468,523
"Cell2829","Cell2829","Batch1","Path2",22025.9861440412,568
"Cell2831","Cell2831","Batch1","Path3",20416.702797102,662
"Cell2832","Cell2832","Batch1","Path1",21281.8661561348,816
"Cell2833","Cell2833","Batch1","Path3",22646.1365177215,521
"Cell2834","Cell2834","Batch1","Path2",21384.379136017,496
"Cell2835","Cell2835","Batch1","Path1",21463.8588512189,664
"Cell2836","Cell2836","Batch1","Path2",20738.5142727822,606
"Cell2837","Cell2837","Batch1","Path2",21699.7661389733,692
"Cell2839","Cell2839","Batch1","Path1",22134.7268669838,593
"Cell2841","Cell2841","Batch1","Path1",20790.7360221872,555
"Cell2842","Cell2842","Batch1","Path2",22041.1715074508,724
"Cell2843","Cell2843","Batch1","Path2",22696.3576179984,836
"Cell2844","Cell2844","Batch1","Path1",22154.4766699253,848
"Cell2845","Cell2845","Batch1","Path2",21627.9764284593,729
"Cell2846","Cell2846","Batch1","Path3",21205.0217964929,739
"Cell2848","Cell2848","Batch1","Path2",21014.0502622403,636
"Cell2850","Cell2850","Batch1","Path1",21570.7129241818,521
"Cell2851","Cell2851","Batch1","Path1",22270.5330832341,943
"Cell2852","Cell2852","Batch1","Path3",21417.233817807,958
"Cell2853","Cell2853","Batch1","Path1",22771.8881818387,487
"Cell2856","Cell2856","Batch1","Path1",20600.2974466057,804
"Cell2857","Cell2857","Batch1","Path2",20455.5199069632,497
"Cell2858","Cell2858","Batch1","Path3",22402.5305593699,927
"Cell2859","Cell2859","Batch1","Path1",21496.2278163845,781
"Cell2860","Cell2860","Batch1","Path1",21018.6509612311,840
"Cell2863","Cell2863","Batch1","Path1",22407.1482977816,888
"Cell2864","Cell2864","Batch1","Path2",20677.957506037,898
"Cell2866","Cell2866","Batch1","Path2",20326.1214336534,850
"Cell2868","Cell2868","Batch1","Path1",22506.641381406,814
"Cell2875","Cell2875","Batch1","Path1",23101.9607261292,738
"Cell2876","Cell2876","Batch1","Path1",23559.5295374862,480
"Cell2878","Cell2878","Batch1","Path2",23563.1040019088,823
"Cell2883","Cell2883","Batch1","Path3",22339.2405530169,414
"Cell2884","Cell2884","Batch1","Path1",22644.2481415886,925
"Cell2887","Cell2887","Batch1","Path2",21797.5708546709,798
"Cell2888","Cell2888","Batch1","Path3",22149.9124190991,827
"Cell2889","Cell2889","Batch1","Path2",21354.3748548447,479
"Cell2890","Cell2890","Batch1","Path1",23077.9421664734,885
"Cell2895","Cell2895","Batch1","Path3",22219.5200968044,676
"Cell2896","Cell2896","Batch1","Path2",22841.0219272353,931
"Cell2897","Cell2897","Batch1","Path2",23020.7618987043,538
"Cell2898","Cell2898","Batch1","Path2",23514.3456425488,971
"Cell2899","Cell2899","Batch1","Path1",22542.4940273755,727
"Cell2900","Cell2900","Batch1","Path3",21468.7530843209,659
"Cell2901","Cell2901","Batch1","Path2",21551.5370539311,423
"Cell2902","Cell2902","Batch1","Path2",21318.8914186553,743
"Cell2903","Cell2903","Batch1","Path2",23075.4627304502,446
"Cell2905","Cell2905","Batch1","Path1",22082.4175822769,402
"Cell2906","Cell2906","Batch1","Path3",20327.7099660214,975
"Cell2908","Cell2908","Batch1","Path3",22733.6817620583,591
"Cell2911","Cell2911","Batch1","Path3",23446.5244436704,790
"Cell2912","Cell2912","Batch1","Path2",21815.5062774563,781
"Cell2913","Cell2913","Batch1","Path3",23911.0016134414,666
"Cell2914","Cell2914","Batch1","Path2",20489.9821247062,697
"Cell2915","Cell2915","Batch1","Path3",23170.1160549826,542
"Cell2916","Cell2916","Batch1","Path1",21187.6766038179,998
"Cell2917","Cell2917","Batch1","Path2",21644.3001387148,563
"Cell2918","Cell2918","Batch1","Path1",24983.2644938386,497
"Cell2919","Cell2919","Batch1","Path1",23045.872778435,466
